rximageFileName,shape,label_shape
60505-0049-07_RXNAVIMAGE10_18348C64_1.jpg,ROUND,4
60505-0049-07_RXNAVIMAGE10_18348C64_2.jpg,ROUND,4
00299-3822-30_RXNAVIMAGE10_A34D51AA_1.jpg,CAPSULE,0
00299-3822-30_RXNAVIMAGE10_A34D51AA_2.jpg,CAPSULE,0
00591-0302-01_RXNAVIMAGE10_8D2046C2_1.jpg,ROUND,4
00591-0302-01_RXNAVIMAGE10_8D2046C2_2.jpg,ROUND,4
49884-0222-01_RXNAVIMAGE10_3B489DE4_1.jpg,CAPSULE,0
49884-0222-01_RXNAVIMAGE10_3B489DE4_2.jpg,CAPSULE,0
00430-0753-27_RXNAVIMAGE10_263E9334_1.jpg,CAPSULE,0
00430-0753-27_RXNAVIMAGE10_263E9334_2.jpg,CAPSULE,0
47335-0613-81_RXNAVIMAGE10_6B3C35F1_1.jpg,OVAL,2
47335-0613-81_RXNAVIMAGE10_6B3C35F1_2.jpg,OVAL,2
00378-0752-01_RXNAVIMAGE10_D432EA77_1.jpg,ROUND,4
00378-0752-01_RXNAVIMAGE10_D432EA77_2.jpg,ROUND,4
43598-0510-30_RXNAVIMAGE10_2F4F97BC_1.jpg,CAPSULE,0
43598-0510-30_RXNAVIMAGE10_2F4F97BC_2.jpg,CAPSULE,0
55111-0621-90_RXNAVIMAGE10_ED33768B_1.jpg,ROUND,4
55111-0621-90_RXNAVIMAGE10_ED33768B_2.jpg,ROUND,4
00093-0757-01_RXNAVIMAGE10_AC2B561A_1.jpg,CAPSULE,0
00093-0757-01_RXNAVIMAGE10_AC2B561A_2.jpg,CAPSULE,0
00149-0752-15_RXNAVIMAGE10_CF12E7C7_1.jpg,OVAL,2
00149-0752-15_RXNAVIMAGE10_CF12E7C7_2.jpg,OVAL,2
16252-0569-60_RXNAVIMAGE10_A70ED396_1.jpg,CAPSULE,0
16252-0569-60_RXNAVIMAGE10_A70ED396_2.jpg,CAPSULE,0
42794-0019-02_RXNAVIMAGE10_BC40DE26_1.jpg,ROUND,4
42794-0019-02_RXNAVIMAGE10_BC40DE26_2.jpg,ROUND,4
13668-0133-01_RXNAVIMAGE10_703B3819_1.jpg,ROUND,4
13668-0133-01_RXNAVIMAGE10_703B3819_2.jpg,ROUND,4
68382-0197-16_RXNAVIMAGE10_F60DFB6F_1.jpg,ROUND,4
68382-0197-16_RXNAVIMAGE10_F60DFB6F_2.jpg,ROUND,4
00378-6150-10_RXNAVIMAGE10_8112C096_1.jpg,CAPSULE,0
00378-6150-10_RXNAVIMAGE10_8112C096_2.jpg,CAPSULE,0
60505-0253-03_RXNAVIMAGE10_DE46EF67_1.jpg,ROUND,4
60505-0253-03_RXNAVIMAGE10_DE46EF67_2.jpg,ROUND,4
00093-5119-98_RXNAVIMAGE10_492D24A9_1.jpg,CAPSULE,0
00093-5119-98_RXNAVIMAGE10_492D24A9_2.jpg,CAPSULE,0
68180-0756-01_RXNAVIMAGE10_473DA3FD_1.jpg,CAPSULE,0
68180-0756-01_RXNAVIMAGE10_473DA3FD_2.jpg,CAPSULE,0
43386-0440-24_RXNAVIMAGE10_D51C6AA3_1.jpg,OVAL,2
43386-0440-24_RXNAVIMAGE10_D51C6AA3_2.jpg,OVAL,2
65162-0896-09_RXNAVIMAGE10_3251991C_1.jpg,POLYGON,3
65162-0896-09_RXNAVIMAGE10_3251991C_1_AUG_1.jpg,POLYGON,3
65162-0896-09_RXNAVIMAGE10_3251991C_1_AUG_2.jpg,POLYGON,3
65162-0896-09_RXNAVIMAGE10_3251991C_1_AUG_3.jpg,POLYGON,3
65162-0896-09_RXNAVIMAGE10_3251991C_2.jpg,POLYGON,3
65162-0896-09_RXNAVIMAGE10_3251991C_2_AUG_1.jpg,POLYGON,3
65162-0896-09_RXNAVIMAGE10_3251991C_2_AUG_2.jpg,POLYGON,3
65162-0896-09_RXNAVIMAGE10_3251991C_2_AUG_3.jpg,POLYGON,3
63010-0010-30_RXNAVIMAGE10_691934D9_1.jpg,OVAL,2
63010-0010-30_RXNAVIMAGE10_691934D9_2.jpg,OVAL,2
42291-0594-01_RXNAVIMAGE10_AC51562A_1.jpg,OVAL,2
42291-0594-01_RXNAVIMAGE10_AC51562A_2.jpg,OVAL,2
00228-2779-11_RXNAVIMAGE10_3F211FE8_1.jpg,CAPSULE,0
00228-2779-11_RXNAVIMAGE10_3F211FE8_2.jpg,CAPSULE,0
65862-0203-90_RXNAVIMAGE10_A74453E2_1.jpg,OVAL,2
65862-0203-90_RXNAVIMAGE10_A74453E2_2.jpg,OVAL,2
00955-1737-30_RXNAVIMAGE10_DB516DCB_1.jpg,POLYGON,3
00955-1737-30_RXNAVIMAGE10_DB516DCB_1_AUG_1.jpg,POLYGON,3
00955-1737-30_RXNAVIMAGE10_DB516DCB_1_AUG_2.jpg,POLYGON,3
00955-1737-30_RXNAVIMAGE10_DB516DCB_1_AUG_3.jpg,POLYGON,3
00955-1737-30_RXNAVIMAGE10_DB516DCB_2.jpg,POLYGON,3
00955-1737-30_RXNAVIMAGE10_DB516DCB_2_AUG_1.jpg,POLYGON,3
00955-1737-30_RXNAVIMAGE10_DB516DCB_2_AUG_2.jpg,POLYGON,3
00955-1737-30_RXNAVIMAGE10_DB516DCB_2_AUG_3.jpg,POLYGON,3
49884-0821-11_RXNAVIMAGE10_BD125E82_1.jpg,ROUND,4
49884-0821-11_RXNAVIMAGE10_BD125E82_2.jpg,ROUND,4
00025-1381-31_RXNAVIMAGE10_811340AA_1.jpg,OVAL,2
00025-1381-31_RXNAVIMAGE10_811340AA_2.jpg,OVAL,2
51285-0061-01_RXNAVIMAGE10_A73BD3BE_1.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_1_AUG_1.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_1_AUG_2.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_1_AUG_3.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_1_AUG_4.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_1_AUG_5.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_1_AUG_6.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_1_AUG_7.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_2.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_2_AUG_1.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_2_AUG_2.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_2_AUG_3.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_2_AUG_4.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_2_AUG_5.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_2_AUG_6.jpg,IRREGULAR,1
51285-0061-01_RXNAVIMAGE10_A73BD3BE_2_AUG_7.jpg,IRREGULAR,1
16714-0225-04_RXNAVIMAGE10_7C453E79_1.jpg,OVAL,2
16714-0225-04_RXNAVIMAGE10_7C453E79_2.jpg,OVAL,2
60505-0042-06_RXNAVIMAGE10_D2386903_1.jpg,CAPSULE,0
60505-0042-06_RXNAVIMAGE10_D2386903_2.jpg,CAPSULE,0
52544-0268-84_RXNAVIMAGE10_D23A6973_1.jpg,ROUND,4
52544-0268-84_RXNAVIMAGE10_D23A6973_2.jpg,ROUND,4
00093-5501-01_RXNAVIMAGE10_CF2D679B_1.jpg,ROUND,4
00093-5501-01_RXNAVIMAGE10_CF2D679B_2.jpg,ROUND,4
00093-5256-68_RXNAVIMAGE10_8727C3AE_1.jpg,CAPSULE,0
00093-5256-68_RXNAVIMAGE10_8727C3AE_2.jpg,CAPSULE,0
00591-3611-30_RXNAVIMAGE10_2F3D979C_1.jpg,OVAL,2
00591-3611-30_RXNAVIMAGE10_2F3D979C_2.jpg,OVAL,2
00093-7425-56_RXNAVIMAGE10_D727EBFF_1.jpg,POLYGON,3
00093-7425-56_RXNAVIMAGE10_D727EBFF_1_AUG_1.jpg,POLYGON,3
00093-7425-56_RXNAVIMAGE10_D727EBFF_1_AUG_2.jpg,POLYGON,3
00093-7425-56_RXNAVIMAGE10_D727EBFF_1_AUG_3.jpg,POLYGON,3
00093-7425-56_RXNAVIMAGE10_D727EBFF_2.jpg,POLYGON,3
00093-7425-56_RXNAVIMAGE10_D727EBFF_2_AUG_1.jpg,POLYGON,3
00093-7425-56_RXNAVIMAGE10_D727EBFF_2_AUG_2.jpg,POLYGON,3
00093-7425-56_RXNAVIMAGE10_D727EBFF_2_AUG_3.jpg,POLYGON,3
31722-0532-01_RXNAVIMAGE10_4047A06D_1.jpg,OVAL,2
31722-0532-01_RXNAVIMAGE10_4047A06D_2.jpg,OVAL,2
00172-5663-10_RXNAVIMAGE10_C0346023_1.jpg,OVAL,2
00172-5663-10_RXNAVIMAGE10_C0346023_2.jpg,OVAL,2
00172-5313-60_RXNAVIMAGE10_BC27DE7E_1.jpg,OVAL,2
00172-5313-60_RXNAVIMAGE10_BC27DE7E_2.jpg,OVAL,2
60505-0083-04_RXNAVIMAGE10_9B46CDA6_1.jpg,OVAL,2
60505-0083-04_RXNAVIMAGE10_9B46CDA6_2.jpg,OVAL,2
00093-3145-01_RXNAVIMAGE10_14268A54_1.jpg,CAPSULE,0
00093-3145-01_RXNAVIMAGE10_14268A54_2.jpg,CAPSULE,0
00143-1473-01_RXNAVIMAGE10_A8205472_1.jpg,ROUND,4
00143-1473-01_RXNAVIMAGE10_A8205472_2.jpg,ROUND,4
59762-2331-08_RXNAVIMAGE10_9B15CDBE_1.jpg,OVAL,2
59762-2331-08_RXNAVIMAGE10_9B15CDBE_2.jpg,OVAL,2
00093-5112-98_RXNAVIMAGE10_4E2D2719_1.jpg,CAPSULE,0
00093-5112-98_RXNAVIMAGE10_4E2D2719_2.jpg,CAPSULE,0
65649-0301-03_RXNAVIMAGE10_951DCAFE_1.jpg,ROUND,4
65649-0301-03_RXNAVIMAGE10_951DCAFE_2.jpg,ROUND,4
00378-6726-01_RXNAVIMAGE10_6C473619_1.jpg,CAPSULE,0
00378-6726-01_RXNAVIMAGE10_6C473619_2.jpg,CAPSULE,0
00093-5562-01_RXNAVIMAGE10_B241D90E_1.jpg,CAPSULE,0
00093-5562-01_RXNAVIMAGE10_B241D90E_2.jpg,CAPSULE,0
65862-0583-01_RXNAVIMAGE10_6039B03D_1.jpg,CAPSULE,0
65862-0583-01_RXNAVIMAGE10_6039B03D_2.jpg,CAPSULE,0
49702-0203-18_RXNAVIMAGE10_2C19965C_1.jpg,POLYGON,3
